id,nama_kost,alamat,lokasi_jabodetabek,harga,AC,Kasur,Lemari,WiFi,"Wc duduk","Kamar mandi dalam",Listrik,"Luas kamar",gender,deskripsi
98,"Kost Bahagia Lestari","Psr. Sampangan No. 579, Jakarta Pusat, Jakarta","Jakarta Pusat, Jakarta",1550000,0,1,0,1,0,0,0,"18 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas WiFi, Kasur di Jakarta Pusat, Jakarta"
99,"Kost Asri Lestari","Ki. Babakan No. 359, Jakarta Utara, Jakarta","Jakarta Utara, Jakarta",1100000,1,1,1,0,0,1,0,"16 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Kasur, AC, Kamar Mandi Dalam, Lemari di Jakarta Utara, Jakarta"
100,"Kost Sentosa Lestari","Ds. K.H. Wahid Hasyim (Kopo) No. 67, Bekasi Selatan, Bekasi","Bekasi Selatan, Bekasi",1000000,1,0,1,0,0,0,1,"11 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Listrik, AC, Lemari di Bekasi Selatan, Bekasi"
101,"Kost Damai Selaras","Kpg. Pasteur No. 18, Cimanggis, Depok","Cimanggis, Depok",1500000,1,1,0,0,0,0,0,"30 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas AC, Kasur di Cimanggis, Depok"
102,"Kost Wisma Jaya","Jln. Achmad Yani No. 788, Bekasi Timur, Bekasi","Bekasi Timur, Bekasi",900000,0,0,1,0,0,1,0,"16 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Kamar Mandi Dalam, Luas kamar, Dapur Bersama, Lemari di Bekasi Timur, Bekasi"
103,"Kost Wisma Baru","Dk. Gotong Royong No. 161, Cimanggis, Depok","Cimanggis, Depok",900000,0,1,0,1,0,0,0,"10 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Kasur, WiFi, Dapur Bersama di Cimanggis, Depok"
104,"Kost Griya Lestari","Kpg. Lada No. 695, Tangerang Kota, Tangerang","Tangerang Kota, Tangerang",1700000,1,1,0,0,1,0,0,"25 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas AC, Wc duduk, Kasur di Tangerang Kota, Tangerang"
105,"Kost Asri Jaya","Dk. Bawal No. 954, Bekasi Timur, Bekasi","Bekasi Timur, Bekasi",1300000,1,0,0,0,0,0,1,"13 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas AC, Listrik di Bekasi Timur, Bekasi"
106,"Kost Nyaman Jaya","Jln. Lembong No. 482, Bogor Timur, Bogor","Bogor Timur, Bogor",1100000,0,0,1,0,0,0,1,"18 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Luas kamar, Listrik, Lemari di Bogor Timur, Bogor"
107,"Kost Wisma Barokah","Jln. Bambu No. 938, Bogor Utara, Bogor","Bogor Utara, Bogor",2000000,0,0,1,0,0,1,0,"25 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Dapur Bersama, Kamar Mandi Dalam, Lemari di Bogor Utara, Bogor"
108,"Kost Indah Lestari","Jr. Gardujati No. 468, Sukmajaya, Depok","Sukmajaya, Depok",800000,1,0,1,0,0,0,0,"28 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Lemari, AC, Dapur Bersama di Sukmajaya, Depok"
109,"Kost Bahagia Utama","Psr. Kebonjati No. 187, Bogor Utara, Bogor","Bogor Utara, Bogor",1250000,1,0,1,0,0,0,0,"12 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Lemari, AC di Bogor Utara, Bogor"
110,"Kost Sentosa Selaras","Jr. Muwardi No. 431, Jakarta Selatan, Jakarta","Jakarta Selatan, Jakarta",1300000,0,0,0,0,1,0,0,"25 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Luas kamar, Wc duduk di Jakarta Selatan, Jakarta"
111,"Kost Damai Lestari","Ds. Supono No. 984, Bogor Timur, Bogor","Bogor Timur, Bogor",500000,1,0,0,0,1,0,0,"23 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Wc duduk, AC di Bogor Timur, Bogor"
112,"Kost Harmoni Lestari","Ki. Villa No. 28, Tangerang Utara, Tangerang","Tangerang Utara, Tangerang",1300000,0,1,0,1,0,1,1,"23 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Kasur, WiFi, Listrik, Kamar Mandi Dalam di Tangerang Utara, Tangerang"
113,"Kost Bahagia Asri","Gg. Cut Nyak Dien No. 809, Tangerang Selatan, Tangerang","Tangerang Selatan, Tangerang",1550000,0,1,0,0,0,0,1,"14 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Listrik, Luas kamar, Dapur Bersama, Kasur di Tangerang Selatan, Tangerang"
114,"Kost Nyaman Abadi","Jln. Untung Suropati No. 547, Limo, Depok","Limo, Depok",750000,1,1,0,0,1,1,0,"29 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Kamar Mandi Dalam, AC, Wc duduk, Kasur di Limo, Depok"
115,"Kost Bahagia Barokah","Psr. Suryo No. 175, Jakarta Selatan, Jakarta","Jakarta Selatan, Jakarta",1800000,1,0,0,1,0,0,1,"18 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Luas kamar, AC, Listrik, WiFi di Jakarta Selatan, Jakarta"
116,"Kost Harmoni Baru","Ki. Dewi Sartika No. 421, Bekasi Barat, Bekasi","Bekasi Barat, Bekasi",700000,0,1,0,1,0,0,0,"17 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Kasur, Luas kamar, WiFi di Bekasi Barat, Bekasi"
117,"Kost Griya Barokah","Kpg. Raya Ujungberung No. 348, Bogor Tengah, Bogor","Bogor Tengah, Bogor",1500000,0,0,0,0,0,1,1,"26 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Kamar Mandi Dalam, Listrik, Dapur Bersama, Luas kamar di Bogor Tengah, Bogor"
118,"Kost Griya Utama","Gg. Imam No. 795, Sukmajaya, Depok","Sukmajaya, Depok",700000,0,0,1,1,0,0,1,"28 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas WiFi, Listrik, Dapur Bersama, Lemari di Sukmajaya, Depok"
119,"Kost Griya Abadi","Ds. Suharso No. 348, Sukmajaya, Depok","Sukmajaya, Depok",1500000,1,1,0,0,0,1,0,"20 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas AC, Kasur, Kamar Mandi Dalam di Sukmajaya, Depok"
120,"Kost Damai Indah","Dk. Cihampelas No. 767, Jakarta Selatan, Jakarta","Jakarta Selatan, Jakarta",1500000,1,0,1,0,0,0,0,"21 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas AC, Dapur Bersama, Lemari, Luas kamar di Jakarta Selatan, Jakarta"
121,"Kost Harmoni Barokah","Gg. Dr. Junjunan No. 460, Bekasi Utara, Bekasi","Bekasi Utara, Bekasi",800000,1,1,1,1,0,0,0,"27 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Lemari, Kasur, WiFi, AC di Bekasi Utara, Bekasi"
122,"Kost Sejahtera Utama","Psr. Perintis Kemerdekaan No. 767, Bogor Barat, Bogor","Bogor Barat, Bogor",1200000,0,1,0,1,0,0,1,"17 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Kasur, Dapur Bersama, WiFi, Listrik di Bogor Barat, Bogor"
123,"Kost Sentosa Barokah","Dk. Cemara No. 603, Tangerang Selatan, Tangerang","Tangerang Selatan, Tangerang",750000,1,0,0,1,1,0,0,"13 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Luas kamar, WiFi, AC, Wc duduk di Tangerang Selatan, Tangerang"
124,"Kost Harmoni Lestari","Jr. Sudiarto No. 509, Bekasi Utara, Bekasi","Bekasi Utara, Bekasi",1800000,0,1,0,1,1,0,0,"21 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Wc duduk, WiFi, Kasur di Bekasi Utara, Bekasi"
125,"Kost Bahagia Baru","Ds. Yap Tjwan Bing No. 989, Cimanggis, Depok","Cimanggis, Depok",600000,1,0,0,0,0,0,1,"19 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Listrik, AC, Dapur Bersama di Cimanggis, Depok"
126,"Kost Sejahtera Asri","Jr. Imam No. 233, Bekasi Utara, Bekasi","Bekasi Utara, Bekasi",500000,0,0,0,1,0,0,1,"20 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Dapur Bersama, Listrik, Luas kamar, WiFi di Bekasi Utara, Bekasi"
127,"Kost Sentosa Makmur","Jln. Ters. Pasir Koja No. 532, Bekasi Utara, Bekasi","Bekasi Utara, Bekasi",800000,0,0,0,0,0,1,0,"15 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Kamar Mandi Dalam, Dapur Bersama di Bekasi Utara, Bekasi"
128,"Kost Sentosa Makmur","Ds. Bass No. 236, Limo, Depok","Limo, Depok",1600000,0,0,0,0,1,0,0,"15 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Wc duduk, Luas kamar di Limo, Depok"
129,"Kost Sentosa Abadi","Dk. Pattimura No. 437, Bekasi Selatan, Bekasi","Bekasi Selatan, Bekasi",800000,1,1,0,0,0,0,0,"24 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas AC, Kasur di Bekasi Selatan, Bekasi"
130,"Kost Sejahtera Lestari","Ds. Pacuan Kuda No. 148, Tangerang Utara, Tangerang","Tangerang Utara, Tangerang",800000,0,0,0,0,0,1,1,"12 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Kamar Mandi Dalam, Listrik, Dapur Bersama di Tangerang Utara, Tangerang"
131,"Kost Griya Asri","Psr. Madrasah No. 607, Bogor Barat, Bogor","Bogor Barat, Bogor",1600000,1,0,0,1,0,1,0,"17 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas AC, WiFi, Kamar Mandi Dalam di Bogor Barat, Bogor"
132,"Kost Indah Utama","Gg. Jend. A. Yani No. 255, Pancoran Mas, Depok","Pancoran Mas, Depok",800000,0,0,0,0,1,1,0,"22 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Wc duduk, Luas kamar, Kamar Mandi Dalam di Pancoran Mas, Depok"
133,"Kost Sentosa Selaras","Kpg. Reksoninten No. 859, Pancoran Mas, Depok","Pancoran Mas, Depok",1200000,0,0,0,1,0,1,0,"28 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas WiFi, Kamar Mandi Dalam di Pancoran Mas, Depok"
134,"Kost Damai Baru","Jr. Bata Putih No. 147, Tangerang Utara, Tangerang","Tangerang Utara, Tangerang",1800000,0,1,1,0,1,1,0,"20 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Lemari, Kamar Mandi Dalam, Kasur, Wc duduk di Tangerang Utara, Tangerang"
135,"Kost Sentosa Asri","Ki. Ikan No. 799, Bogor Timur, Bogor","Bogor Timur, Bogor",1700000,0,1,0,0,1,0,0,"20 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Dapur Bersama, Wc duduk, Kasur di Bogor Timur, Bogor"
136,"Kost Asri Selaras","Ki. Sutami No. 429, Bekasi Barat, Bekasi","Bekasi Barat, Bekasi",1800000,1,1,1,0,1,0,0,"21 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Lemari, Kasur, Wc duduk, AC di Bekasi Barat, Bekasi"
137,"Kost Sejahtera Makmur","Jr. Acordion No. 330, Jakarta Utara, Jakarta","Jakarta Utara, Jakarta",600000,0,0,0,0,0,0,1,"20 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Dapur Bersama, Listrik di Jakarta Utara, Jakarta"
138,"Kost Damai Barokah","Ds. Karel S. Tubun No. 241, Tangerang Utara, Tangerang","Tangerang Utara, Tangerang",1250000,0,1,0,0,1,1,0,"28 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Wc duduk, Kamar Mandi Dalam, Kasur, Dapur Bersama di Tangerang Utara, Tangerang"
139,"Kost Asri Asri","Psr. Reksoninten No. 928, Jakarta Utara, Jakarta","Jakarta Utara, Jakarta",900000,1,0,0,0,0,0,1,"26 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Listrik, Dapur Bersama, AC di Jakarta Utara, Jakarta"
140,"Kost Harmoni Abadi","Ds. Banda No. 284, Pancoran Mas, Depok","Pancoran Mas, Depok",1500000,0,1,0,1,0,0,1,"20 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas WiFi, Listrik, Kasur di Pancoran Mas, Depok"
141,"Kost Griya Utama","Gg. Perintis Kemerdekaan No. 792, Bogor Selatan, Bogor","Bogor Selatan, Bogor",2000000,0,0,0,0,1,0,0,"22 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Dapur Bersama, Wc duduk di Bogor Selatan, Bogor"
142,"Kost Damai Selaras","Ds. Laswi No. 809, Bogor Utara, Bogor","Bogor Utara, Bogor",1300000,0,1,0,0,1,0,1,"24 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Dapur Bersama, Kasur, Wc duduk, Listrik di Bogor Utara, Bogor"
143,"Kost Harmoni Asri","Jln. Acordion No. 546, Jakarta Barat, Jakarta","Jakarta Barat, Jakarta",1250000,0,0,1,0,0,0,0,"19 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Lemari, Luas kamar di Jakarta Barat, Jakarta"
144,"Kost Bahagia Barokah","Dk. Barat No. 254, Bekasi Utara, Bekasi","Bekasi Utara, Bekasi",700000,0,1,0,0,0,1,1,"26 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Kamar Mandi Dalam, Listrik, Kasur di Bekasi Utara, Bekasi"
145,"Kost Asri Jaya","Ki. Kebonjati No. 385, Beji, Depok","Beji, Depok",1700000,0,1,0,1,0,1,0,"26 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Kasur, Kamar Mandi Dalam, WiFi di Beji, Depok"
146,"Kost Asri Asri","Psr. Bakin No. 366, Jakarta Selatan, Jakarta","Jakarta Selatan, Jakarta",1200000,0,1,0,0,0,1,0,"10 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Kasur, Dapur Bersama, Kamar Mandi Dalam di Jakarta Selatan, Jakarta"
147,"Kost Indah Barokah","Jr. Bazuka Raya No. 693, Beji, Depok","Beji, Depok",1000000,0,1,1,0,0,0,1,"24 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Kasur, Listrik, Lemari di Beji, Depok"
148,"Kost Damai Baru","Jr. Agus Salim No. 213, Jakarta Pusat, Jakarta","Jakarta Pusat, Jakarta",1900000,0,0,0,0,1,1,0,"12 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Kamar Mandi Dalam, Wc duduk di Jakarta Pusat, Jakarta"
149,"Kost Harmoni Indah","Jr. Lumban Tobing No. 719, Bogor Utara, Bogor","Bogor Utara, Bogor",1400000,0,0,1,1,0,0,1,"14 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Luas kamar, Lemari, Listrik, WiFi di Bogor Utara, Bogor"
150,"Kost Asri Makmur","Jr. Ters. Buah Batu No. 643, Pancoran Mas, Depok","Pancoran Mas, Depok",2000000,0,0,0,1,0,0,0,"14 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas WiFi, Luas kamar di Pancoran Mas, Depok"
151,"Kost Bahagia Utama","Psr. Padang No. 516, Bogor Utara, Bogor","Bogor Utara, Bogor",900000,0,0,1,0,0,0,0,"10 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Lemari, Luas kamar, Dapur Bersama di Bogor Utara, Bogor"
152,"Kost Sentosa Indah","Psr. Orang No. 478, Bekasi Selatan, Bekasi","Bekasi Selatan, Bekasi",800000,1,0,0,0,1,0,0,"20 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Luas kamar, AC, Wc duduk di Bekasi Selatan, Bekasi"
153,"Kost Asri Indah","Ds. Tangkuban Perahu No. 885, Jakarta Barat, Jakarta","Jakarta Barat, Jakarta",900000,0,1,0,1,0,1,0,"30 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas WiFi, Kamar Mandi Dalam, Kasur di Jakarta Barat, Jakarta"
154,"Kost Griya Indah","Dk. Ekonomi No. 71, Bekasi Selatan, Bekasi","Bekasi Selatan, Bekasi",1250000,0,0,0,1,1,0,0,"28 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Wc duduk, WiFi, Dapur Bersama di Bekasi Selatan, Bekasi"
155,"Kost Nyaman Asri","Dk. Baan No. 197, Limo, Depok","Limo, Depok",800000,0,0,1,1,1,0,0,"11 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas WiFi, Lemari, Wc duduk di Limo, Depok"
156,"Kost Sentosa Jaya","Jln. Dago No. 528, Bekasi Utara, Bekasi","Bekasi Utara, Bekasi",900000,1,0,0,1,0,0,0,"20 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas AC, WiFi di Bekasi Utara, Bekasi"
157,"Kost Sejahtera Utama","Ki. Bata Putih No. 460, Bekasi Barat, Bekasi","Bekasi Barat, Bekasi",1100000,0,0,0,0,0,1,1,"29 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Listrik, Kamar Mandi Dalam di Bekasi Barat, Bekasi"
158,"Kost Bahagia Barokah","Dk. Otista No. 749, Limo, Depok","Limo, Depok",1700000,0,0,0,0,0,0,0,"30 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Luas kamar, Dapur Bersama di Limo, Depok"
159,"Kost Harmoni Utama","Jr. Achmad Yani No. 193, Bekasi Utara, Bekasi","Bekasi Utara, Bekasi",750000,0,1,1,0,1,0,1,"21 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Lemari, Wc duduk, Listrik, Kasur di Bekasi Utara, Bekasi"
160,"Kost Indah Abadi","Dk. Uluwatu No. 759, Bogor Utara, Bogor","Bogor Utara, Bogor",800000,0,0,1,0,0,0,0,"19 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Lemari, Luas kamar di Bogor Utara, Bogor"
161,"Kost Indah Indah","Gg. B.Agam Dlm No. 260, Beji, Depok","Beji, Depok",600000,0,1,1,0,0,0,1,"28 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Kasur, Lemari, Listrik di Beji, Depok"
162,"Kost Griya Indah","Gg. Dr. Junjunan No. 935, Jakarta Barat, Jakarta","Jakarta Barat, Jakarta",1400000,0,0,0,0,1,1,0,"21 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Kamar Mandi Dalam, Wc duduk, Luas kamar di Jakarta Barat, Jakarta"
163,"Kost Bahagia Utama","Dk. Honggowongso No. 750, Bekasi Utara, Bekasi","Bekasi Utara, Bekasi",500000,1,1,0,0,1,0,1,"20 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas AC, Kasur, Listrik, Wc duduk di Bekasi Utara, Bekasi"
164,"Kost Asri Utama","Psr. Adisumarmo No. 840, Tangerang Utara, Tangerang","Tangerang Utara, Tangerang",600000,1,0,0,1,0,0,0,"23 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas AC, Dapur Bersama, WiFi di Tangerang Utara, Tangerang"
165,"Kost Bahagia Makmur","Psr. Gremet No. 866, Tangerang Utara, Tangerang","Tangerang Utara, Tangerang",1800000,0,1,0,0,0,0,1,"28 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Luas kamar, Kasur, Listrik, Dapur Bersama di Tangerang Utara, Tangerang"
166,"Kost Indah Lestari","Gg. Baik No. 226, Tangerang Kota, Tangerang","Tangerang Kota, Tangerang",1550000,0,1,0,0,0,0,1,"24 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Listrik, Kasur, Dapur Bersama di Tangerang Kota, Tangerang"
167,"Kost Damai Lestari","Ds. Baan No. 8, Jakarta Timur, Jakarta","Jakarta Timur, Jakarta",600000,0,0,0,1,1,1,0,"17 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas WiFi, Wc duduk, Kamar Mandi Dalam, Dapur Bersama di Jakarta Timur, Jakarta"
168,"Kost Damai Abadi","Ki. Casablanca No. 601, Bekasi Timur, Bekasi","Bekasi Timur, Bekasi",1100000,1,0,0,0,0,1,0,"26 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Kamar Mandi Dalam, AC, Dapur Bersama di Bekasi Timur, Bekasi"
169,"Kost Griya Asri","Jr. Supono No. 900, Tangerang Selatan, Tangerang","Tangerang Selatan, Tangerang",1300000,0,0,0,0,0,1,0,"10 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Luas kamar, Kamar Mandi Dalam di Tangerang Selatan, Tangerang"
170,"Kost Asri Asri","Jln. Reksoninten No. 792, Bogor Tengah, Bogor","Bogor Tengah, Bogor",1300000,0,1,1,0,1,0,0,"27 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Lemari, Wc duduk, Kasur di Bogor Tengah, Bogor"
171,"Kost Nyaman Abadi","Ki. Veteran No. 440, Tangerang Kota, Tangerang","Tangerang Kota, Tangerang",1900000,0,1,0,0,0,0,1,"29 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Listrik, Dapur Bersama, Kasur di Tangerang Kota, Tangerang"
172,"Kost Damai Selaras","Gg. Kali No. 154, Jakarta Pusat, Jakarta","Jakarta Pusat, Jakarta",700000,1,0,0,0,0,1,0,"10 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Kamar Mandi Dalam, AC, Luas kamar di Jakarta Pusat, Jakarta"
173,"Kost Indah Barokah","Ki. Veteran No. 247, Jakarta Pusat, Jakarta","Jakarta Pusat, Jakarta",800000,0,0,0,1,0,0,1,"12 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Listrik, WiFi di Jakarta Pusat, Jakarta"
174,"Kost Griya Lestari","Gg. Ujung No. 185, Jakarta Utara, Jakarta","Jakarta Utara, Jakarta",1500000,0,0,1,0,1,0,0,"28 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Lemari, Wc duduk, Dapur Bersama di Jakarta Utara, Jakarta"
175,"Kost Indah Lestari","Ki. Banda No. 361, Jakarta Barat, Jakarta","Jakarta Barat, Jakarta",1300000,0,0,0,1,1,0,0,"17 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Wc duduk, WiFi, Dapur Bersama di Jakarta Barat, Jakarta"
176,"Kost Sentosa Barokah","Gg. Agus Salim No. 114, Jakarta Pusat, Jakarta","Jakarta Pusat, Jakarta",800000,1,0,1,0,1,0,0,"24 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Wc duduk, AC, Lemari, Dapur Bersama di Jakarta Pusat, Jakarta"
177,"Kost Asri Baru","Ds. Monginsidi No. 206, Bekasi Barat, Bekasi","Bekasi Barat, Bekasi",600000,0,0,1,0,0,0,1,"16 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Lemari, Dapur Bersama, Listrik di Bekasi Barat, Bekasi"
178,"Kost Nyaman Utama","Dk. Moch. Toha No. 116, Bogor Tengah, Bogor","Bogor Tengah, Bogor",1900000,0,0,0,1,0,0,1,"16 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Luas kamar, Listrik, WiFi di Bogor Tengah, Bogor"
179,"Kost Indah Jaya","Psr. Baranang Siang No. 155, Beji, Depok","Beji, Depok",1600000,0,0,1,1,0,0,0,"20 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Lemari, WiFi di Beji, Depok"
180,"Kost Nyaman Lestari","Gg. Moch. Yamin No. 257, Beji, Depok","Beji, Depok",750000,1,1,1,0,0,0,1,"29 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Kasur, Lemari, AC, Listrik di Beji, Depok"
181,"Kost Sejahtera Jaya","Gg. Gegerkalong Hilir No. 923, Bogor Barat, Bogor","Bogor Barat, Bogor",1100000,0,0,1,0,0,1,1,"17 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Kamar Mandi Dalam, Lemari, Listrik di Bogor Barat, Bogor"
182,"Kost Asri Lestari","Gg. Yos Sudarso No. 392, Bekasi Utara, Bekasi","Bekasi Utara, Bekasi",1500000,0,0,1,0,1,1,1,"20 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Lemari, Wc duduk, Listrik, Kamar Mandi Dalam di Bekasi Utara, Bekasi"
183,"Kost Damai Baru","Jln. Jagakarsa No. 697, Bogor Barat, Bogor","Bogor Barat, Bogor",1300000,1,0,0,0,1,0,1,"17 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Luas kamar, Listrik, AC, Wc duduk di Bogor Barat, Bogor"
184,"Kost Indah Jaya","Jln. Pasir Koja No. 712, Bogor Tengah, Bogor","Bogor Tengah, Bogor",1700000,0,1,0,1,0,0,0,"25 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas WiFi, Kasur di Bogor Tengah, Bogor"
185,"Kost Griya Makmur","Jln. Banda No. 352, Jakarta Timur, Jakarta","Jakarta Timur, Jakarta",800000,0,0,1,0,1,0,0,"18 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Luas kamar, Wc duduk, Lemari di Jakarta Timur, Jakarta"
186,"Kost Sentosa Abadi","Ki. Basudewo No. 413, Sukmajaya, Depok","Sukmajaya, Depok",1300000,0,0,0,0,0,0,1,"16 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Listrik, Dapur Bersama di Sukmajaya, Depok"
187,"Kost Indah Baru","Kpg. Bakit  No. 66, Beji, Depok","Beji, Depok",700000,0,1,0,0,0,1,0,"22 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Kasur, Kamar Mandi Dalam di Beji, Depok"
188,"Kost Wisma Makmur","Gg. Cut Nyak Dien No. 286, Bekasi Selatan, Bekasi","Bekasi Selatan, Bekasi",1250000,0,0,0,1,1,0,0,"29 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Wc duduk, WiFi di Bekasi Selatan, Bekasi"
189,"Kost Sentosa Abadi","Psr. Bakau Griya Utama No. 485, Bogor Barat, Bogor","Bogor Barat, Bogor",700000,0,0,1,0,1,0,0,"14 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Lemari, Wc duduk di Bogor Barat, Bogor"
190,"Kost Sentosa Barokah","Jln. Bata Putih No. 580, Jakarta Selatan, Jakarta","Jakarta Selatan, Jakarta",900000,0,0,1,0,1,0,0,"25 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Wc duduk, Lemari di Jakarta Selatan, Jakarta"
191,"Kost Bahagia Makmur","Jln. Jend. A. Yani No. 156, Tangerang Selatan, Tangerang","Tangerang Selatan, Tangerang",500000,0,1,1,0,0,0,1,"15 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Listrik, Kasur, Lemari di Tangerang Selatan, Tangerang"
192,"Kost Sejahtera Baru","Ki. R.M. Said No. 587, Bekasi Selatan, Bekasi","Bekasi Selatan, Bekasi",900000,0,0,1,0,1,0,0,"23 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Lemari, Wc duduk di Bekasi Selatan, Bekasi"
193,"Kost Griya Jaya","Dk. Hasanuddin No. 669, Limo, Depok","Limo, Depok",1800000,0,0,0,0,0,0,1,"13 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Listrik, Luas kamar di Limo, Depok"
194,"Kost Sentosa Jaya","Psr. Baha No. 228, Bekasi Selatan, Bekasi","Bekasi Selatan, Bekasi",1800000,0,0,0,0,1,0,1,"29 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Luas kamar, Listrik, Wc duduk di Bekasi Selatan, Bekasi"
195,"Kost Harmoni Makmur","Gg. Cemara No. 183, Bogor Tengah, Bogor","Bogor Tengah, Bogor",1700000,0,1,0,0,1,1,0,"27 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Kasur, Kamar Mandi Dalam, Wc duduk di Bogor Tengah, Bogor"
